0.000000000000000000e+00 2.051189999999999821e-09 0.000000000000000000e+00 1.000000000000000000e+00
8.000000000000000167e-02 2.051189999999999821e-09 0.000000000000000000e+00 1.000000000000000000e+00
1.600000000000000033e-01 2.051189999999999821e-09 0.000000000000000000e+00 1.000000000000000000e+00
2.399999999999999911e-01 2.051189999999999821e-09 0.000000000000000000e+00 1.000000000000000000e+00
3.200000000000000067e-01 2.051189999999999821e-09 0.000000000000000000e+00 1.000000000000000000e+00
4.000000000000000222e-01 3.561090000000000159e-09 0.000000000000000000e+00 1.000000000000000000e+00
4.799999999999999822e-01 3.561090000000000159e-09 0.000000000000000000e+00 1.000000000000000000e+00
5.600000000000000533e-01 3.561090000000000159e-09 0.000000000000000000e+00 1.000000000000000000e+00
6.400000000000000133e-01 3.561090000000000159e-09 0.000000000000000000e+00 1.000000000000000000e+00
7.199999999999999734e-01 3.561090000000000159e-09 0.000000000000000000e+00 1.000000000000000000e+00
8.000000000000000444e-01 7.030709999999999599e-09 0.000000000000000000e+00 1.000000000000000000e+00
8.800000000000000044e-01 7.030709999999999599e-09 0.000000000000000000e+00 1.000000000000000000e+00
9.599999999999999645e-01 7.030709999999999599e-09 0.000000000000000000e+00 1.000000000000000000e+00
1.040000000000000036e+00 7.030709999999999599e-09 0.000000000000000000e+00 1.000000000000000000e+00
1.120000000000000107e+00 7.030709999999999599e-09 0.000000000000000000e+00 1.000000000000000000e+00
1.199999999999999956e+00 1.892249999999999954e-08 0.000000000000000000e+00 1.000000000000000000e+00
1.280000000000000027e+00 1.892249999999999954e-08 0.000000000000000000e+00 1.000000000000000000e+00
1.360000000000000098e+00 1.892249999999999954e-08 0.000000000000000000e+00 1.000000000000000000e+00
1.439999999999999947e+00 1.892249999999999954e-08 0.000000000000000000e+00 1.000000000000000000e+00
1.520000000000000018e+00 1.892249999999999954e-08 0.000000000000000000e+00 1.000000000000000000e+00
1.600000000000000089e+00 8.281819999999999974e-07 3.845490000000000232e-10 9.999989999999999712e-01
1.679999999999999938e+00 8.281819999999999974e-07 3.845490000000000232e-10 9.999989999999999712e-01
1.760000000000000009e+00 8.281819999999999974e-07 3.845490000000000232e-10 9.999989999999999712e-01
1.840000000000000080e+00 8.281819999999999974e-07 3.845490000000000232e-10 9.999989999999999712e-01
1.919999999999999929e+00 8.281819999999999974e-07 3.845490000000000232e-10 9.999989999999999712e-01
2.000000000000000000e+00 1.000000000000000000e+00 5.566720000000000232e-08 1.542319999999999943e-08
2.080000000000000071e+00 1.000000000000000000e+00 5.566720000000000232e-08 1.542319999999999943e-08
2.160000000000000142e+00 1.000000000000000000e+00 5.566720000000000232e-08 1.542319999999999943e-08
2.240000000000000213e+00 1.000000000000000000e+00 5.566720000000000232e-08 1.542319999999999943e-08
2.319999999999999840e+00 1.000000000000000000e+00 5.566720000000000232e-08 1.542319999999999943e-08
2.399999999999999911e+00 1.564760000000000043e-07 1.000000000000000000e+00 2.373470000000000077e-09
2.479999999999999982e+00 1.564760000000000043e-07 1.000000000000000000e+00 2.373470000000000077e-09
2.560000000000000053e+00 1.564760000000000043e-07 1.000000000000000000e+00 2.373470000000000077e-09
2.640000000000000124e+00 1.564760000000000043e-07 1.000000000000000000e+00 2.373470000000000077e-09
2.720000000000000195e+00 1.564760000000000043e-07 1.000000000000000000e+00 2.373470000000000077e-09
2.799999999999999822e+00 5.778680000000000232e-08 1.000000000000000000e+00 1.305149999999999986e-09
2.879999999999999893e+00 5.778680000000000232e-08 1.000000000000000000e+00 1.305149999999999986e-09
2.959999999999999964e+00 5.778680000000000232e-08 1.000000000000000000e+00 1.305149999999999986e-09
3.040000000000000036e+00 5.778680000000000232e-08 1.000000000000000000e+00 1.305149999999999986e-09
3.120000000000000107e+00 5.778680000000000232e-08 1.000000000000000000e+00 1.305149999999999986e-09
3.200000000000000178e+00 6.522799999999999354e-08 1.000000000000000000e+00 4.782150000000000076e-09
3.279999999999999805e+00 6.522799999999999354e-08 1.000000000000000000e+00 4.782150000000000076e-09
3.359999999999999876e+00 6.522799999999999354e-08 1.000000000000000000e+00 4.782150000000000076e-09
3.439999999999999947e+00 6.522799999999999354e-08 1.000000000000000000e+00 4.782150000000000076e-09
3.520000000000000018e+00 6.522799999999999354e-08 1.000000000000000000e+00 4.782150000000000076e-09
3.600000000000000089e+00 1.469960000000000015e-07 1.000000000000000000e+00 1.780939999999999932e-08
3.680000000000000160e+00 1.469960000000000015e-07 1.000000000000000000e+00 1.780939999999999932e-08
3.759999999999999787e+00 1.469960000000000015e-07 1.000000000000000000e+00 1.780939999999999932e-08
3.839999999999999858e+00 1.469960000000000015e-07 1.000000000000000000e+00 1.780939999999999932e-08
3.919999999999999929e+00 1.469960000000000015e-07 1.000000000000000000e+00 1.780939999999999932e-08
4.000000000000000000e+00 1.920759999999999967e-01 8.079239999999999755e-01 7.752530000000000401e-08
4.080000000000000071e+00 1.920759999999999967e-01 8.079239999999999755e-01 7.752530000000000401e-08
4.160000000000000142e+00 1.920759999999999967e-01 8.079239999999999755e-01 7.752530000000000401e-08
4.240000000000000213e+00 1.920759999999999967e-01 8.079239999999999755e-01 7.752530000000000401e-08
4.320000000000000284e+00 1.920759999999999967e-01 8.079239999999999755e-01 7.752530000000000401e-08
4.400000000000000355e+00 9.999989999999999712e-01 2.379250000000000079e-07 4.943459999999999719e-07
4.480000000000000426e+00 9.999989999999999712e-01 2.379250000000000079e-07 4.943459999999999719e-07
4.559999999999999609e+00 9.999989999999999712e-01 2.379250000000000079e-07 4.943459999999999719e-07
4.639999999999999680e+00 9.999989999999999712e-01 2.379250000000000079e-07 4.943459999999999719e-07
4.719999999999999751e+00 9.999989999999999712e-01 2.379250000000000079e-07 4.943459999999999719e-07
4.799999999999999822e+00 4.341590000000000171e-01 1.154679999999999987e-07 5.658410000000000384e-01
4.879999999999999893e+00 4.341590000000000171e-01 1.154679999999999987e-07 5.658410000000000384e-01
4.959999999999999964e+00 4.341590000000000171e-01 1.154679999999999987e-07 5.658410000000000384e-01
5.040000000000000036e+00 4.341590000000000171e-01 1.154679999999999987e-07 5.658410000000000384e-01
5.120000000000000107e+00 4.341590000000000171e-01 1.154679999999999987e-07 5.658410000000000384e-01
5.200000000000000178e+00 1.951370000000000089e-06 9.812550000000000076e-08 9.999980000000000535e-01
5.280000000000000249e+00 1.951370000000000089e-06 9.812550000000000076e-08 9.999980000000000535e-01
5.360000000000000320e+00 1.951370000000000089e-06 9.812550000000000076e-08 9.999980000000000535e-01
5.440000000000000391e+00 1.951370000000000089e-06 9.812550000000000076e-08 9.999980000000000535e-01
5.519999999999999574e+00 1.951370000000000089e-06 9.812550000000000076e-08 9.999980000000000535e-01
5.599999999999999645e+00 9.154129999999999928e-07 8.095979999999999416e-08 9.999989999999999712e-01
5.679999999999999716e+00 9.154129999999999928e-07 8.095979999999999416e-08 9.999989999999999712e-01
5.759999999999999787e+00 9.154129999999999928e-07 8.095979999999999416e-08 9.999989999999999712e-01
5.839999999999999858e+00 9.154129999999999928e-07 8.095979999999999416e-08 9.999989999999999712e-01
5.919999999999999929e+00 9.154129999999999928e-07 8.095979999999999416e-08 9.999989999999999712e-01
6.000000000000000000e+00 6.221190000000000401e-07 6.805680000000000098e-08 9.999989999999999712e-01
6.080000000000000071e+00 6.221190000000000401e-07 6.805680000000000098e-08 9.999989999999999712e-01
6.160000000000000142e+00 6.221190000000000401e-07 6.805680000000000098e-08 9.999989999999999712e-01
6.240000000000000213e+00 6.221190000000000401e-07 6.805680000000000098e-08 9.999989999999999712e-01
6.320000000000000284e+00 6.221190000000000401e-07 6.805680000000000098e-08 9.999989999999999712e-01
6.400000000000000355e+00 5.422689999999999703e-07 6.213740000000000423e-08 9.999989999999999712e-01
6.480000000000000426e+00 5.422689999999999703e-07 6.213740000000000423e-08 9.999989999999999712e-01
6.559999999999999609e+00 5.422689999999999703e-07 6.213740000000000423e-08 9.999989999999999712e-01
6.639999999999999680e+00 5.422689999999999703e-07 6.213740000000000423e-08 9.999989999999999712e-01
6.719999999999999751e+00 5.422689999999999703e-07 6.213740000000000423e-08 9.999989999999999712e-01
6.799999999999999822e+00 5.418570000000000325e-07 5.971040000000000507e-08 9.999989999999999712e-01
6.879999999999999893e+00 5.418570000000000325e-07 5.971040000000000507e-08 9.999989999999999712e-01
6.959999999999999964e+00 5.418570000000000325e-07 5.971040000000000507e-08 9.999989999999999712e-01
7.040000000000000036e+00 5.418570000000000325e-07 5.971040000000000507e-08 9.999989999999999712e-01
7.120000000000000107e+00 5.418570000000000325e-07 5.971040000000000507e-08 9.999989999999999712e-01
7.200000000000000178e+00 6.134789999999999839e-07 6.038479999999999687e-08 9.999989999999999712e-01
7.280000000000000249e+00 6.134789999999999839e-07 6.038479999999999687e-08 9.999989999999999712e-01
7.360000000000000320e+00 6.134789999999999839e-07 6.038479999999999687e-08 9.999989999999999712e-01
7.440000000000000391e+00 6.134789999999999839e-07 6.038479999999999687e-08 9.999989999999999712e-01
7.519999999999999574e+00 6.134789999999999839e-07 6.038479999999999687e-08 9.999989999999999712e-01
7.599999999999999645e+00 8.487270000000000268e-07 6.645089999999999849e-08 9.999989999999999712e-01
7.679999999999999716e+00 8.487270000000000268e-07 6.645089999999999849e-08 9.999989999999999712e-01
7.759999999999999787e+00 8.487270000000000268e-07 6.645089999999999849e-08 9.999989999999999712e-01
7.839999999999999858e+00 8.487270000000000268e-07 6.645089999999999849e-08 9.999989999999999712e-01
7.919999999999999929e+00 8.487270000000000268e-07 6.645089999999999849e-08 9.999989999999999712e-01
8.000000000000000000e+00 1.428720000000000104e-06 7.545930000000000390e-08 9.999980000000000535e-01
8.080000000000000071e+00 1.428720000000000104e-06 7.545930000000000390e-08 9.999980000000000535e-01
8.160000000000000142e+00 1.428720000000000104e-06 7.545930000000000390e-08 9.999980000000000535e-01
8.240000000000000213e+00 1.428720000000000104e-06 7.545930000000000390e-08 9.999980000000000535e-01
8.320000000000000284e+00 1.428720000000000104e-06 7.545930000000000390e-08 9.999980000000000535e-01
8.400000000000000355e+00 3.324900000000000133e-06 8.623629999999999512e-08 9.999970000000000248e-01
8.480000000000000426e+00 3.324900000000000133e-06 8.623629999999999512e-08 9.999970000000000248e-01
8.560000000000000497e+00 3.324900000000000133e-06 8.623629999999999512e-08 9.999970000000000248e-01
8.640000000000000568e+00 3.324900000000000133e-06 8.623629999999999512e-08 9.999970000000000248e-01
8.720000000000000639e+00 3.324900000000000133e-06 8.623629999999999512e-08 9.999970000000000248e-01
8.800000000000000711e+00 7.206059999999999918e-05 9.963180000000000413e-08 9.999280000000000390e-01
8.880000000000000782e+00 7.206059999999999918e-05 9.963180000000000413e-08 9.999280000000000390e-01
8.960000000000000853e+00 7.206059999999999918e-05 9.963180000000000413e-08 9.999280000000000390e-01
9.039999999999999147e+00 7.206059999999999918e-05 9.963180000000000413e-08 9.999280000000000390e-01
9.119999999999999218e+00 7.206059999999999918e-05 9.963180000000000413e-08 9.999280000000000390e-01
9.199999999999999289e+00 7.365299999999999625e-02 1.065249999999999960e-07 9.263470000000000315e-01
9.279999999999999361e+00 7.365299999999999625e-02 1.065249999999999960e-07 9.263470000000000315e-01
9.359999999999999432e+00 7.365299999999999625e-02 1.065249999999999960e-07 9.263470000000000315e-01
9.439999999999999503e+00 7.365299999999999625e-02 1.065249999999999960e-07 9.263470000000000315e-01
9.519999999999999574e+00 7.365299999999999625e-02 1.065249999999999960e-07 9.263470000000000315e-01
9.599999999999999645e+00 9.450500000000000567e-02 1.127880000000000038e-07 9.054950000000000498e-01
9.679999999999999716e+00 9.450500000000000567e-02 1.127880000000000038e-07 9.054950000000000498e-01
9.759999999999999787e+00 9.450500000000000567e-02 1.127880000000000038e-07 9.054950000000000498e-01
9.839999999999999858e+00 9.450500000000000567e-02 1.127880000000000038e-07 9.054950000000000498e-01
9.919999999999999929e+00 9.450500000000000567e-02 1.127880000000000038e-07 9.054950000000000498e-01
1.000000000000000000e+01 1.562119999999999898e-01 1.236860000000000131e-07 8.437879999999999825e-01
1.008000000000000007e+01 1.562119999999999898e-01 1.236860000000000131e-07 8.437879999999999825e-01
1.016000000000000014e+01 1.562119999999999898e-01 1.236860000000000131e-07 8.437879999999999825e-01
1.024000000000000021e+01 1.562119999999999898e-01 1.236860000000000131e-07 8.437879999999999825e-01
1.032000000000000028e+01 1.562119999999999898e-01 1.236860000000000131e-07 8.437879999999999825e-01
1.040000000000000036e+01 2.341449999999999920e-01 1.398830000000000092e-07 7.658549999999999525e-01
1.048000000000000043e+01 2.341449999999999920e-01 1.398830000000000092e-07 7.658549999999999525e-01
1.056000000000000050e+01 2.341449999999999920e-01 1.398830000000000092e-07 7.658549999999999525e-01
1.064000000000000057e+01 2.341449999999999920e-01 1.398830000000000092e-07 7.658549999999999525e-01
1.072000000000000064e+01 2.341449999999999920e-01 1.398830000000000092e-07 7.658549999999999525e-01
1.080000000000000071e+01 3.493439999999999879e-01 1.699520000000000120e-07 6.506560000000000121e-01
1.088000000000000078e+01 3.493439999999999879e-01 1.699520000000000120e-07 6.506560000000000121e-01
1.096000000000000085e+01 3.493439999999999879e-01 1.699520000000000120e-07 6.506560000000000121e-01
1.103999999999999915e+01 3.493439999999999879e-01 1.699520000000000120e-07 6.506560000000000121e-01
1.111999999999999922e+01 3.493439999999999879e-01 1.699520000000000120e-07 6.506560000000000121e-01
1.119999999999999929e+01 5.424350000000000005e-01 2.472819999999999772e-07 4.575649999999999995e-01
